postID,title,description,date,group
1054,Đề xuất thí điểm bỏ giấy đăng ký kết hôn khi mua bán phương tiện,Bộ Công an đề xuất Chính phủ cho phép thí điểm tại 3 địa phương đã số hóa hộ tịch việc cắt giảm giấy đăng ký kết hôn trong thủ tục mua bán phương tiện.,2025-03-19T16:00:00+07:00,Kinh tế
1055,"Căng thẳng thương mại gia tăng, Mỹ điều tra điểm nghẽn hàng hải, sẵn sàng đàm phán WTO","Chính sách thuế quan Mỹ khó đoán định (hiệu lực 2/4 nếu không có tiến triển), Australia cảnh báo tác động; Mỹ điều tra điểm nghẽn hàng hải toàn cầu và sẵn sàng đàm phán với TQ, Canada về tranh chấp thuế quan tại WTO.",2025-03-19T16:00:00+07:00,Thế giới
1056,"Khối ngoại bán ròng kỷ lục 1.500 tỷ đồng phiên 19/3, VHM được mua ròng mạnh","Khối ngoại bán ròng hơn 1.500 tỷ đồng trên toàn thị trường phiên 19/3, mức kỷ lục từ đầu năm; ngược lại, cổ phiếu VHM được mua ròng 124 tỷ đồng, VCI được mua ròng 99 tỷ đồng.",2025-03-19T16:00:00+07:00,Thị trường
1057,"Cổ phiếu FPT bị khối ngoại bán ròng mạnh, giá giảm về vùng đáy cũ","Khối ngoại bán ròng mạnh cổ phiếu FPT (333 tỷ đồng phiên 18/3, là phiên thứ 10 liên tiếp), khiến giá cổ phiếu công nghệ này giảm về vùng đáy tháng 11/2024; chuyên gia dự báo đà giảm có thể duy trì ngắn hạn.",2025-03-19T16:00:00+07:00,Thị trường
1058,"VN-Index rung lắc, giảm nhẹ nhưng kỳ vọng đạt 1.500 điểm năm 2025 nhờ nâng hạng","VN-Index diễn biến rung lắc, giảm nhẹ, có thể về 1.300 điểm ngắn hạn nhưng giới phân tích kỳ vọng chỉ số có thể đạt 1.500 điểm năm 2025, với động lực từ mục tiêu nâng hạng và dòng vốn ngoại có thể trở lại nửa cuối năm.",2025-03-19T16:00:00+07:00,Thị trường
1059,BĐS Trung Quốc yếu kéo giá quặng sắt và thép giảm,"Thị trường bất động sản và xây dựng Trung Quốc lao dốc khiến nhu cầu thép giảm (sản lượng thép thô TQ 2 tháng đầu năm giảm 1,5%), kéo giá quặng sắt và thép trên thị trường thế giới suy yếu.",2025-03-19T16:00:00+07:00,Hàng hóa
1060,"Fed đối mặt tình thế khó xử về lãi suất, dự kiến giữ nguyên 4,25%-4,50%","Fed họp chính sách trong bối cảnh lo ngại thuế quan của Trump tác động kinh tế; các nhà phân tích kỳ vọng lãi suất sẽ được giữ nguyên ở mức 4,25%-4,50%.",2025-03-19T16:00:00+07:00,Thế giới
1061,"Mỹ-Nga điện đàm về Ukraine, châu Âu hoan nghênh, cân nhắc về Crimea","Tổng thống Mỹ và Nga điện đàm về chấm dứt xung đột Ukraine, được lãnh đạo châu Âu hoan nghênh, mở ra kỷ nguyên ngoại giao mới; có thông tin chính quyền Trump cân nhắc công nhận Crimea thuộc Nga như một phần thỏa thuận hòa bình.",2025-03-19T16:00:00+07:00,Thế giới
1062,HarmonyOS của Huawei vượt iOS tại Trung Quốc,Nền tảng HarmonyOS của Huawei đã vượt qua iOS của Apple về thị phần tại thị trường Trung Quốc; Huawei sắp ra mắt smartphone chạy HarmonyOS NEXT ổn định.,2025-03-19T16:00:00+07:00,Thế giới
1063,"Mặt hàng xuất khẩu top 1 thế giới của Việt Nam tăng giá kỷ lục, TQ tích cực thu mua","Một mặt hàng (không rõ tên) mà Việt Nam xuất khẩu đứng đầu thế giới hơn 20 năm qua đang tăng giá kỷ lục, Trung Quốc vẫn mạnh tay thu mua.",2025-03-19T16:00:00+07:00,Hàng hóa
1064,"Giá vàng lập kỷ lục mới trên 99 triệu/lượng, dầu giảm, đồng cao nhất 10 tháng","Ngày 18/3, giá dầu giảm 1% do đàm phán hòa bình Ukraine, vàng lập kỷ lục mới (trên 99 triệu/lượng trong nước, vàng nhẫn chạm 100 triệu/lượng, thế giới tăng 1%) do căng thẳng Trung Đông và lo ngại thuế quan, đồng Mỹ lên đỉnh 10 tháng; ANZ dự báo vàng có thể lên 3.200 USD/ounce.",2025-03-19T16:00:00+07:00,Hàng hóa
1065,"Giá vàng vượt 100 triệu/lượng, chuyên gia cảnh báo rủi ro và FOMO","Giá vàng SJC và nhẫn vượt 100 triệu/lượng, WGC cho rằng hạn chế thị trường VN gây biến động lớn hơn quốc tế; chuyên gia khuyến cáo tránh tâm lý 'sợ bỏ lỡ cơ hội' (FOMO), mua giá quá cao và cần quản lý rủi ro vì lợi nhuận cao đi kèm rủi ro cao.",2025-03-20T16:00:00+07:00,Hàng hóa
1066,"Chứng khoán VN tăng nhẹ sau tin Fed, khối ngoại bán ròng gần 1.500 tỷ, TPB và ORS bị bán tháo","VNIndex mở cửa xanh nhưng giằng co do đáo hạn phái sinh; khối ngoại tiếp tục bán ròng mạnh gần 1.500 tỷ đồng, ""xả"" loạt Bluechips; cổ phiếu TPB khớp lệnh kỷ lục và ORS giảm sàn do tin liên quan khoản vay/trái phiếu BCG.",2025-03-20T16:00:00+07:00,Thị trường
1067,"FPT bị khối ngoại bán ròng mạnh nhất thị trường (279 tỷ), nhiều quỹ lớn hạ tỷ trọng","Cổ phiếu FPT tiếp tục bị khối ngoại bán ròng mạnh nhất (279 tỷ đồng), nhiều quỹ lớn như VFMVSF (Dragon Capital) đã hạ tỷ trọng FPT, ảnh hưởng đến hiệu suất của các ""cá mập"".",2025-03-20T16:00:00+07:00,Thị trường
1068,"Fed giữ nguyên lãi suất, dự kiến cắt giảm cuối năm, thúc đẩy USD tăng giá (tỷ giá VCB 25.370-25.730, trung tâm >24.800) và vàng lập kỷ lục","Fed giữ nguyên lãi suất chuẩn, báo hiệu khả năng cắt giảm vào cuối năm 2025, khiến giá USD tăng (Vietcombank tăng 20đ lên 25.370-25.730 VND/USD, tỷ giá trung tâm vượt 24.800) và giá vàng thế giới/châu Á lập kỷ lục mới (vượt 3.049 USD/ounce), kéo vàng trong nước vượt 100-110 triệu đồng/lượng.",2025-03-20T16:00:00+07:00,Tài chính
1069,VCB nằm trong nhóm ngân hàng có thể được cấp room tín dụng cao 2025,"Vietcombank (VCB), cùng Techcombank, MB, ACB, VietinBank được Yuanta dự báo có khả năng được cấp room tín dụng cao hơn trong năm 2025 dựa trên xếp hạng CAMEL.",2025-03-20T16:00:00+07:00,Tài chính
1070,"Đà Nẵng đề xuất xây hầm qua sông Hàn và sân bay, tự động hóa thủ tục XNC","Đà Nẵng lên phương án xây hầm vượt sông Hàn (1,67km) và hầm kết nối Đông - Tây qua sân bay (2,9km) tổng vốn khoảng 17.000 tỷ đồng; sân bay Đà Nẵng trở thành sân bay đầu tiên tự động hóa 100% thủ tục xuất nhập cảnh.",2025-03-20T16:00:00+07:00,Kinh tế
1071,Hoàn thiện điều chỉnh Quy hoạch điện VIII phục vụ mục tiêu tăng trưởng cao,"Phó Thủ tướng yêu cầu điều chỉnh Quy hoạch điện VIII đảm bảo tính khả thi, an ninh năng lượng, cân đối vùng miền/loại hình năng lượng, phục vụ tăng trưởng kinh tế >8% năm 2025 và hai con số giai đoạn 2026-2030; Chính phủ chỉ đạo TKV thăm dò bể than Sông Hồng (210 tỉ tấn).",2025-03-20T16:00:00+07:00,Kinh tế
1072,"Việt Nam đặt mục tiêu tăng trưởng cao, đối mặt cơ hội và thách thức từ thương mại Mỹ","Việt Nam hướng tới tăng trưởng 8% năm 2025 và hai con số 2026-2030 (TS. Cấn Văn Lực cho là ""khó nhưng trong tầm với""), xuất khẩu cần tăng 12-14%; các ngành năng lượng, dầu khí, hàng không hưởng lợi từ TMTM 90 tỷ USD với Hoa Kỳ nhưng cần chuẩn bị chiến lược ứng phó nguy cơ bị áp thuế mới do thặng dư thương mại lớn (123 tỷ USD năm 2024).",2025-03-20T16:00:00+07:00,Kinh tế
1073,Thúc đẩy các dự án hạ tầng giao thông trọng điểm,Chính phủ yêu cầu thi công 'thần tốc' Vành đai 3 TPHCM (đoạn qua Đồng Nai); Bộ Xây dựng thống nhất nghiên cứu mở rộng cao tốc Pháp Vân - Cầu Giẽ PPP; Phó Thủ tướng chỉ đạo phấn đấu khánh thành mở rộng cao tốc TPHCM - Long Thành vào 02/9/2026; xử lý vướng mắc GPMB dự án QL6 Ba La - Xuân Mai; điều chỉnh chủ trương đầu tư đường Hòa Lạc - Hòa Bình lên 6 làn.,2025-03-20T16:00:00+07:00,Kinh tế
1074,Đẩy mạnh phát triển nhà ở xã hội với cơ chế đặc thù,"Bộ Xây dựng đề xuất 4 cơ chế đặc thù thí điểm cho NOXH gồm nới lợi nhuận tối đa lên 13% tổng chi phí đầu tư, giao chủ đầu tư không qua đấu thầu; Hải Dương đẩy nhanh tiến độ, Hà Nam khởi công dự án NOXH của Sun Group; yêu cầu hỗ trợ mặt bằng sạch, hạ tầng.",2025-03-20T16:00:00+07:00,Bất động sản
1075,"Thị trường sôi động với đấu giá đất, KCN và cảnh báo sốt đất do sáp nhập","Hưng Yên đấu giá thành công 100 lô đất (cao nhất 56,2 triệu/m2); Đồng Nai đấu giá KCN Long Giao ngày 25/4; thị trường BĐS KCN tiềm năng tăng trưởng mạnh; thông tin sáp nhập tỉnh thành khiến giá đất tăng 20%, giới đầu cơ vào cuộc, nhà đầu tư cần tỉnh táo; CMC sắp xây tháp công nghệ 1.800 tỷ tại Tây Hồ Tây.",2025-03-20T16:00:00+07:00,Bất động sản
1076,Tăng cường quản lý nhà nước và kỷ luật hành chính,Thủ tướng yêu cầu hoàn thành kết luận thanh tra 2 BV ở Hà Nam trước 31/3; TPHCM kiểm điểm 18 đơn vị chậm giải ngân ĐTC; Lâm Đồng lập 3 tổ công tác kiểm tra nhiệm vụ trọng tâm; Quảng Ngãi xem xét thay lãnh đạo chủ đầu tư chậm giải ngân ĐTC sau 30/5; Bình Định tạm dừng mua sắm tài sản không cần thiết; địa phương không hỗ trợ thêm cán bộ nghỉ việc do tinh gọn.,2025-03-20T16:00:00+07:00,Kinh tế
1077,Đẩy mạnh ứng dụng AI và công nghệ số trong nhiều lĩnh vực,TPHCM mở lớp đào tạo AI cho cán bộ; PSD hợp tác Vina Aspire dùng ChatGPT Team nâng cao hiệu suất; doanh nghiệp nhỏ tìm cách ứng dụng AI để sinh tồn; diễn đàn Việt-Trung thảo luận ứng dụng AI trong chăn nuôi lợn; TCBS ứng dụng blockchain; Deloitte nhận định AI mã nguồn mở là xu thế khu vực công.,2025-03-20T16:00:00+07:00,Kinh tế
1078,Căng thẳng thương mại Mỹ - Trung - EU leo thang,"Mỹ xem xét áp thuế 200% lên rượu vang EU, phí cảng biển dự kiến ảnh hưởng XK than/nông sản; Trung Quốc có khả năng trả đũa mạnh (đậu nành, thịt bò, Apple, Tesla) và giữ nguyên lãi suất để ổn định tệ; EU đáp trả thuế thép Mỹ bằng cách giảm 15% nhập khẩu thép, lo ngại mất vốn đầu tư sang Mỹ; doanh nghiệp châu Á tìm cách đa dạng hóa khỏi Mỹ.",2025-03-20T16:00:00+07:00,Thế giới
1079,Phát triển công nghiệp và logistics tại các địa phương,"Quảng Ninh phát triển 9 KCN (3.800ha, 16.000 LĐ), chỉ đạo tháo gỡ khó khăn KCN; Đồng Nai triển khai nhanh 3 KCN, khởi công Trung tâm Logistics chuỗi lạnh Lotte 34 triệu USD tại KCN Nhơn Trạch 6; Khánh Hòa khẩn trương chuẩn bị khởi công dự án KKT Vân Phong; BR-VT chấp thuận đầu tư cảng Long Sơn Mỹ Xuân 2.300 tỷ (41,65ha).",2025-03-20T16:00:00+07:00,Kinh tế
1080,"Giá dầu tăng nhẹ, xăng trong nước tăng hơn 400đ/lít; nông sản biến động","Giá dầu thế giới tăng nhẹ do dự trữ nhiên liệu Mỹ giảm và triển vọng nhu cầu; giá xăng trong nước tăng hơn 400 đồng/lít từ 15h ngày 20/3; giá lúa gạo xuất khẩu và trong nước tăng; giá cà phê thế giới giảm, hồ tiêu ổn định; giá dừa tươi tăng 3.000-4.000đ/trái; giá cá tra giống tăng lên 55.000-57.000đ/kg.",2025-03-20T16:00:00+07:00,Hàng hóa
1081,Thúc đẩy xuất khẩu và đảm bảo nguồn cung nông thủy sản,"Xuất khẩu thủy sản sang Hoa Kỳ đối mặt thách thức từ Luật Bảo vệ thú biển (MMPA), cần ưu tiên đáp ứng; Anh tài trợ 3,5 triệu bảng thúc đẩy nuôi trồng thủy sản bền vững ĐBSCL; WB hỗ trợ đề án 1 triệu ha lúa chất lượng cao; Bộ Công Thương cam kết đảm bảo nguồn cung, ổn định thị trường lúa gạo trong nước.",2025-03-20T16:00:00+07:00,Kinh tế
1082,Tin tức kinh tế quốc tế đa dạng,Hàng không Nga khởi sắc bất chấp trừng phạt; Hàn Quốc giữ vị trí XK ô tô hàng đầu nhưng nợ công gấp 2.5 lần GDP và thí điểm CBDC; Pháp hạ dự báo tăng trưởng 2025 xuống 0.7%; Nga tăng dùng crypto né trừng phạt; Indonesia xuất khẩu tháng 2 đạt 22 tỷ USD (+14.05% YoY); Dầu Nga trở lại Trung Quốc.,2025-03-20T16:00:00+07:00,Thế giới
1083,"Nới room ngoại lên 49% cho ngân hàng nhận chuyển giao bắt buộc, NHNN muốn nâng hạn mức cho vay","Nghị định 69/2025 (hiệu lực 19/5) cho phép nới room ngoại lên 49% tại ngân hàng TM nhận chuyển giao bắt buộc (MBB, HDB, VPBank có thể hưởng lợi); NHNN đề xuất nâng hạn mức cho vay không tài sản đảm bảo lên 300 triệu đồng; nhiều ngân hàng lên kế hoạch tăng vốn qua chia cổ tức 15-35%.",2025-03-20T16:00:00+07:00,Tài chính
1084,Cơ hội và tiềm năng cho thị trường chứng khoán và ngành quản lý quỹ,"UBCKNN nỗ lực ""dọn đường"" cho NĐT nước ngoài; BSC kỳ vọng VN được FTSE Russell nâng hạng năm 2025; dự báo VN-Index có thể đạt 1.400-1.450 điểm; ngành quản lý quỹ có cơ hội bứt phá nhờ thu nhập dân tăng và sự năng động của các công ty; cổ phiếu hạ tầng được đánh giá có nhiều động lực tăng trưởng.",2025-03-20T16:00:00+07:00,Thị trường
1085,Huế sắp khởi công 2 dự án nhà ở xã hội gần 1.200 tỷ đồng,Hai dự án nhà ở xã hội với tổng vốn 1.162 tỷ đồng tại Đô thị mới An Vân Dương sắp được khởi công.,2025-03-21T16:00:00+07:00,Bất động sản
1086,Đầu tư hạ tầng giao thông và logistics,Điều chỉnh chủ trương cao tốc Hòa Lạc-Hòa Bình; TP HCM xây kè chống sạt lở 142 tỷ; Quảng Bình khởi công cảng quốc tế Hòn La gần 2.300 tỷ; Quảng Nam gắn biển cảng Chu Lai 5 vạn tấn.,2025-03-21T16:00:00+07:00,Kinh tế
1087,Thúc đẩy kinh tế tư nhân và gỡ khó chính sách,"Kinh tế tư nhân đóng góp gần 50% GDP nhưng còn khó tiếp cận vốn (dư nợ tín dụng gần 7 triệu tỷ); cần tháo gỡ chính sách, tránh ""trống đánh xuôi, kèn thổi ngược"".",2025-03-21T16:00:00+07:00,Kinh tế
1088,Doanh nghiệp Mỹ muốn mở rộng đầu tư tại Việt Nam,"Các doanh nghiệp lớn của Mỹ sẵn sàng đầu tư vào chuyển đổi xanh, công nghệ, AI, thương mại điện tử tại Việt Nam.",2025-03-21T16:00:00+07:00,Kinh tế
1089,Giải quyết các vấn đề địa phương,"KCN Biên Hòa 1 có dấu hiệu ô nhiễm; bằng chứng máy tính tố cựu Bí thư Vĩnh Phúc nhận 1 triệu USD; TP HCM mạnh tay với 'xe dù, bến cóc'; khởi tố vụ giả hồ sơ chiếm đất ở Mũi Né.",2025-03-21T16:00:00+07:00,Kinh tế
1090,Hoàn thiện chính sách đất đai và các dự án mới,"Chính phủ khẩn trương hoàn thiện 2 nghị định thí điểm đất đai; Hải Dương chấp thuận dự án khu nhà ở gần 2.800 tỷ; Đà Nẵng khởi công khu đô thị mới Thuận Phước gần 11,5 nghìn tỷ.",2025-03-21T16:00:00+07:00,Bất động sản
1091,Thị trường đất nền biến động,"Chủ đất ngừng bán gây khó khăn cho môi giới, trong khi đất nền Hưng Yên sôi động thu hút nhà đầu tư và khu vực giáp ranh Đà Nẵng - Quảng Nam ""nóng"" lên do tin đồn sáp nhập.",2025-03-21T16:00:00+07:00,Bất động sản
1092,"Đề xuất tăng lợi nhuận nhà ở xã hội lên 13%, Kim Oanh Group đặt mục tiêu 40.000 căn","Bộ Xây dựng đề xuất tăng lợi nhuận tối đa cho chủ đầu tư NOXH từ 10% lên 13%, trong khi Kim Oanh Group lên kế hoạch xây 40.000 căn đến năm 2028.",2025-03-21T16:00:00+07:00,Bất động sản
1093,Công nghệ và AI được chú trọng,"Trung Quốc dùng robot nông nghiệp; Việt Nam thúc đẩy AI vào trường học; Cựu CEO Google nhận định VN có tiềm năng trung tâm AI, bán dẫn; CEO Nvidia nhấn mạnh năng lực điện toán cần tăng 100 lần.",2025-03-21T16:00:00+07:00,Kinh tế
1094,"Việt Nam tăng hạng hạnh phúc, xuất nhập khẩu nửa đầu tháng 3 tăng","Việt Nam xếp thứ 46/143 về chỉ số hạnh phúc (thứ 2 ĐNÁ); tổng XNK kỳ 1 tháng 3/2025 đạt 35,65 tỷ USD, tăng 13,17%.",2025-03-21T16:00:00+07:00,Kinh tế
1095,"Chứng khoán Việt Nam được đánh giá rẻ, nhiều yếu tố hỗ trợ và dòng vốn ngoại chờ đợi",Ông Petri Deryng nhận định CKVN cực rẻ; 3 yếu tố củng cố niềm tin; nhiều dòng vốn ngoại chờ vào VN nhờ yếu tố nâng hạng và ổn định vĩ mô; thị trường còn dư địa bứt phá.,2025-03-21T16:00:00+07:00,Thị trường
1096,"Khối ngoại bán ròng mạnh, VNINDEX điều chỉnh, cổ phiếu đáng chú ý","Khối ngoại bán ròng hơn 1.000 tỷ phiên cuối tuần; VNINDEX dứt chuỗi tăng 8 tuần; CTCK khuyến nghị quan tâm ANV, IJC, GVR, VIB.",2025-03-21T16:00:00+07:00,Thị trường
1097,"Lãi suất huy động tiếp tục giảm, NHNN lần đầu tăng giá bán USD trên 26.000 đồng",Xu hướng giảm lãi suất huy động lan rộng (23 NH giảm T2-T3); lãi cho vay dự báo đi ngang; tỷ giá USD/VND biến động mạnh.,2025-03-21T16:00:00+07:00,Tài chính
1098,"Giá nông sản, kim loại biến động trái chiều","Gạo Nhật giá kỷ lục, gạo Thái thấp nhất gần 30 tháng; giá lợn cao gây khó khăn tái đàn; thép giảm, đồng tăng; cà phê, hồ tiêu tăng; bạc giảm.",2025-03-21T16:00:00+07:00,Hàng hóa
1099,Giá dầu hướng tới tuần tăng thứ hai do lo ngại nguồn cung,"Giá dầu tăng do Mỹ trừng phạt Iran, OPEC+ cắt giảm sản lượng; Trung Quốc tăng nhập khẩu dầu nhiên liệu 6,8% trong 2 tháng đầu năm.",2025-03-21T16:00:00+07:00,Hàng hóa
1100,"Ngành ngân hàng đối mặt nợ xấu, áp lực TPDN và tái cơ cấu","Nợ xấu nhóm 5 tăng; SGB có cơ cấu cổ đông cô đặc, nợ xấu tăng vọt; áp lực thanh toán TPDN giảm dần nhưng còn cao; Ủy ban QLVNN tại DN chính thức giải thể.",2025-03-21T16:00:00+07:00,Tài chính
1101,"Ngân hàng trung ương thận trọng, nợ toàn cầu tăng, AI bùng nổ","BoE giữ lãi suất 4,5%; Fed họp đầu tháng 5/2025; Nợ toàn cầu vượt 100.000 tỷ USD; Trung Quốc đối mặt thách thức trong bùng nổ AI.",2025-03-21T16:00:00+07:00,Thế giới
1102,Căng thẳng địa chính trị và an ninh,Pháp khó xử trước yêu cầu của Nga về Ukraine; Mỹ-Hàn-Nhật tập trận hải quân; Hàn Quốc cân nhắc lựa chọn hạt nhân; Trump tự tin xung đột Ukraine sẽ giải quyết; Gazprom lỗ >12 tỷ USD.,2025-03-21T16:00:00+07:00,Thế giới
1103,Căng thẳng thương mại gia tăng do chính sách thuế Mỹ,"Mỹ lên kế hoạch áp thuế cao từ 2/4; EU giảm hạn ngạch thép 15%, lùi thuế trả đũa; Hàn Quốc, Canada đối mặt áp lực thuế; nhà đầu tư lo ngại, chứng khoán châu Á giảm.",2025-03-21T16:00:00+07:00,Thế giới
1104,Giá vàng biến động mạnh quanh mốc kỷ lục >3.000 USD/ounce,"Chuyên gia khuyên thận trọng, dự báo có thể tăng thêm 5-10% do ảnh hưởng Fed và bất ổn thuế quan; WGC cảnh báo giá cao có thể kích hoạt mua mạnh.",2025-03-21T16:00:00+07:00,Hàng hóa
1105,"Elon Musk nhảy vào kinh doanh mới, đối mặt phản ứng tiêu cực và kêu gọi ngừng phá xe Tesla","Elon Musk khởi công 'đại bản doanh' mới tại thành phố thống trị bởi Tesla từ tháng 9/2023, trong bối cảnh cổ phiếu lao dốc 51% từ giữa tháng 12/2024, tài xế bán xe và ông phải kêu gọi ""đừng điên nữa"", thậm chí nhờ TT Trump cứu và cảnh báo tù 20 năm cho người đốt xe Tesla.",2025-03-22T16:00:00+07:00,Thế giới
1106,"Thị trường BĐS sôi động, nhiều dự án kick-off, cảnh báo sốt đất ảo và pháp lý","Nhiều doanh nghiệp lớn (Vinhomes, Masterise, Nam Long, Novaland, Phát Đạt...) rầm rộ kick-off, mở bán dự án phía Nam; tuy nhiên VARS cảnh báo rủi ro sốt đất ảo từ thông tin sáp nhập tỉnh, Ninh Bình giao công an điều tra giá tăng bất thường, nhấn mạnh pháp lý là ""chốt chặn"".",2025-03-22T16:00:00+07:00,Bất động sản
1107,"VHM - Vinhomes Đan Phượng bán hết 90% giỏ hàng đợt 1, cổ phiếu vượt đỉnh","Vinhomes (VHM) ra mắt đại đô thị Vinhomes Wonder City 133,4ha tại Đan Phượng, bán hết 90% giỏ hàng đợt 1; cổ phiếu VHM nằm trong nhóm vượt đỉnh 50 phiên tuần qua cùng VND, VIC.",2025-03-22T16:00:00+07:00,Bất động sản
1108,"Giá dầu tăng tuần thứ hai liên tiếp do nguồn cung thắt chặt, dự báo tiếp tục tăng","Giá dầu thế giới duy trì sắc xanh, tăng tuần thứ hai (Brent +2,1%, WTI +1,6%) do lo ngại nguồn cung biến động và chính sách Mỹ, nhu cầu quý 1/2025 tăng mạnh mẽ, dự báo tiếp tục tăng trong kỳ điều hành tới.",2025-03-22T16:00:00+07:00,Hàng hóa
1109,"Việt Nam ""rộng cửa"" đón sóng đầu tư châu Âu, hợp tác tài chính với Luxembourg","Việt Nam chủ động thu hút vốn toàn cầu, đặc biệt từ châu Âu (CapitaLand đầu tư 600 tỷ vào KCN Sông Khoai) và ký kết Bản ghi nhớ hợp tác với Luxembourg để phát triển Trung tâm tài chính quốc tế.",2025-03-22T16:00:00+07:00,Kinh tế
1110,"Fed Mỹ giữ lãi suất khiến vàng lập đỉnh, sổ sách vẫn âm, TT Trump tác động chính sách","Fed giữ nguyên lãi suất, dự kiến cắt giảm 0,5% năm nay đẩy giá vàng lên kỷ lục 3.057 USD/ounce, dù sổ sách Fed vẫn âm; TT Trump tác động chính sách năng lượng (gặp lãnh đạo dầu khí), quốc phòng (F-47), giáo dục (giải thể bộ), nhập cư (thu hồi 530.000 tư cách pháp lý).",2025-03-22T16:00:00+07:00,Thế giới
1111,"Kinh tế Trung Quốc đối mặt thách thức BĐS, thúc đẩy SME và cân nhắc hạn chế xuất khẩu","Thị trường BĐS Trung Quốc phục hồi cục bộ nhưng khó về hoàng kim với các 'thành phố ma' (hơn 65 triệu căn hộ trống), nước này thúc đẩy SME cho kinh tế tuần hoàn, bùng nổ đầu tư khí đốt và cân nhắc hạn chế xuất khẩu sang Mỹ để xoa dịu căng thẳng.",2025-03-22T16:00:00+07:00,Thế giới
1112,"EU tính kế dùng kho Ukraine để thoát khí đốt Nga, giải quyết tranh chấp Slovakia","EU cân nhắc kế hoạch lưu trữ 10 tỷ m³ khí đốt tại Ukraine, vừa giúp thoát phụ thuộc Nga, mang lại nguồn thu cho Ukraine, vừa giúp Slovakia khôi phục vai trò trung chuyển sau khi mất 500 triệu euro phí quá cảnh dù chuyên gia lo ngại khó khả thi.",2025-03-22T16:00:00+07:00,Thế giới
1113,"Hạ tầng giao thông thúc đẩy BĐS phía Tây Hà Nội, đất nền Hòa Lạc tăng giá","Các dự án Vành đai 3.5, Vành đai 4, trục Tây Thăng Long thúc đẩy BĐS phía Tây Hà Nội; thị trường đất nền Hòa Lạc cũng nổi sóng nhẹ, nhiều khu vực tăng giá đầu năm 2025; Sunshine Group khởi công bệnh viện quốc tế tại Noble Palace Tay Thang Long.",2025-03-22T16:00:00+07:00,Bất động sản
1114,"Giá vàng biến động mạnh sau khi lập đỉnh, giới trẻ tăng mua tích lũy","Vàng thế giới hạ nhiệt từ đỉnh 3.057 USD/ounce do chốt lời nhưng chuyên gia dự báo còn dư địa tăng tuần tới; vàng trong nước ""lao dốc"" mất tới 3,1 triệu đồng/lượng chiều mua sau khi cán mốc 100,1 triệu/lượng, giới trẻ tăng mua tích lũy.",2025-03-22T16:00:00+07:00,Hàng hóa
1115,"Thúc đẩy kinh tế tư nhân, doanh nghiệp nhà nước tăng tốc cho tăng trưởng cao","Kinh tế tư nhân được xem là động lực quan trọng (ngành xây dựng tìm cơ hội từ đường sắt cao tốc), Thủ tướng chỉ thị DNNN tăng tốc góp phần tăng trưởng kinh tế hai con số; NCB tung gói hỗ trợ DN khu công nghiệp, vốn ngân hàng chiếm 44% dư nợ (7 triệu tỷ đồng).",2025-03-22T16:00:00+07:00,Kinh tế
1116,"VN-Index điều chỉnh sau 8 tuần tăng, dòng vốn ngoại bán ròng, tâm lý thận trọng","Thị trường chứng khoán giảm 4 phiên liên tiếp, VN-Index (1.321,8 điểm) điều chỉnh tuần đầu tiên sau 8 tuần tăng trong bối cảnh vốn ngoại bán ròng mạnh (trừ VFMVSF) và thanh khoản suy yếu, nhà đầu tư thận trọng.",2025-03-22T16:00:00+07:00,Thị trường
1117,"Việt Nam chuẩn bị có nhà máy chip bán dẫn đầu tiên, hướng tới chip 28-65 nm","Bộ KH&CN dự thảo tiêu chí cho nhà máy chip bán dẫn đầu tiên, hướng tới chip 28-65 nm, chấp nhận rủi ro trong nghiên cứu khoa học theo Nghị quyết Quốc hội để phát triển công nghệ cao.",2025-03-22T16:00:00+07:00,Kinh tế
1118,"Căng thẳng thương mại Mỹ-Trung gia tăng, hàng Mỹ bị tẩy chay, Trung Quốc mua nhôm Nga kỷ lục","Chính sách ""Nước Mỹ trước tiên"" gây phản ứng tẩy chay hàng Mỹ toàn cầu (Canada, châu Âu), nhập khẩu hàng Mỹ vào Trung Quốc sụt giảm; Trung Quốc nhập kỷ lục 491 triệu USD nhôm Nga (chiếm 36,3%) thách thức lệnh cấm EU.",2025-03-22T16:00:00+07:00,Thế giới
1119,Đẩy mạnh phát triển nhà ở xã hội tại nhiều địa phương,"Đà Nẵng có 633 căn hộ XH An Trung 2 đủ điều kiện bán, Bắc Ninh gỡ vướng thúc đẩy NOXH (đã có 54 dự án/173 ha), Yên Phong (Bắc Ninh) mở bán hơn 200 căn NOXH từ 15,6 triệu/m2 (từ 796 triệu/căn).",2025-03-22T16:00:00+07:00,Bất động sản
1120,"Giá thép biến động hẹp, đồng giảm do USD mạnh, bạc có thể tăng giá do thương chiến","Giá thép trong nước ổn định, quặng sắt giảm tuần do lo ngại nhu cầu Trung Quốc; giá đồng giảm do USD mạnh và lo ngại thuế Mỹ; giá bạc được dự đoán tăng gấp 3 do thương chiến Mỹ; Ấn Độ kết luận sơ bộ điều tra thép cán phẳng nhập khẩu.",2025-03-22T16:00:00+07:00,Hàng hóa
